item,dept,unit_cost,stock_on_hand
"8500",24,27026,8152,66184
"9732",24,33618,8624,37526
"880",36,33385,8247,59070
"1816",36,37405,5321,93047
"3116",36,23894,6695,53217
"3383",36,9891,4381,21256
"3941",36,42964,817,50658
"5216",36,8002,0091,40627
"6967",36,40887,1138,95909
"8532",36,24498,8666,63616
"8952",36,30573,1445,7074
"9197",36,35198,6823,72653
"9675",36,49093,4537,50127
"9797",36,31470,8813,39665
"2024",48,14985,4446,61487
"2958",48,48830,4006,88943
"4949",48,32886,4931,93238
"5667",48,30987,1829,9378
"6366",48,44985,4793,10337
"6988",48,36891,0924,94272
"9472",48,17228,1201,97615
"310",51,34291,5066,74701
"533",51,16121,0639,26388
"599",51,42934,4267,34791
"4809",51,46041,0759,4061
"4871",51,13204,603,96822
"5986",51,32546,1239,5662
"7157",51,34019,2342,81016
"8691",51,30038,635,82344
"8862",51,25392,6991,36731
"42",65,16601,788,52815
"1701",65,37592,9408,16514
"2452",65,24235,2674,63396
"3354",65,38634,5051,50258
"3393",65,11797,2485,62274
"4296",65,8138,3341,30554
"4762",65,11643,9028,58587
"4898",65,43912,3606,32642
"5314",65,46974,889,72298
"6715",65,9367,7154,47447
"6816",65,11718,7566,6073
"7028",65,12676,2205,54487
"7163",65,41074,2498,15493
"7305",65,47460,0258,65378
"7325",65,28788,2049,86696
"7968",65,35676,4154,86677
"9526",65,6488,2964,25852
"226",89,41575,551,27070
"503",89,11626,0373,24383
"971",89,34565,4558,32181
"1187",89,33127,9614,81047
"1851",89,20396,2449,67629
"2589",89,9021,455,67908
"2708",89,18982,7089,49967
"2974",89,40556,3669,8227
"3109",89,48561,0812,42780
"3971",89,22680,092,14933
"4395",89,26378,1705,2492
"4435",89,34193,5085,17763
"4706",89,28997,4902,79008
"4752",89,35913,6656,8019
"4933",89,43266,7675,3165
"5491",89,17996,4095,91145
"6117",89,14797,8661,9056
"6612",89,34368,7474,26373
"6894",89,48964,8922,4571
"6980",89,19865,4343,3374
"8122",89,35241,9181,86499
"9163",89,22747,5765,91789
"142",93,27556,8689,47962
"1510",93,46710,0506,27224
"1896",93,6276,229,36080
"2733",93,26972,8245,63438
"3156",93,29849,0927,38516
"5317",93,20257,7484,32693
"5530",93,18585,7372,87821
"5966",93,38270,2381,15068
"6839",93,5442,5255,22445
"7336",93,30875,975,8271
"8615",93,27888,5397,18308
"8958",93,5711,3809,52699
"9195",93,49653,5557,29007
"9280",93,44101,0696,29329
"513",5,48228,9981,16390
"1040",5,15463,5368,6199
"1917",5,14159,1079,13672
"3282",5,11926,7774,79394
"4666",5,33253,8908,20006
"7186",5,12429,7997,53971
"235",24,31316,3344,26569
"260",24,19845,0646,36644
"4981",24,7328,2603,28824
"5195",24,21895,3209,24908
"5665",24,27290,0562,75012
"6777",24,46782,2205,53198
"7027",24,20360,7248,53749
"7231",24,30950,9323,49093
"7606",24,38802,2093,47871
"8093",24,28272,3523,26829
"8931",24,35698,0955,44306
"1309",36,8701,883,19583
"2989",36,31325,5369,62082
"3353",36,48125,692,39595
"4617",36,24118,7997,15608
"4958",36,20490,1054,62765
"5722",36,45231,8325,98625
"8424",36,31500,8897,39694
"8456",36,23733,5003,75705
"8808",36,23800,6002,69302
"9061",36,45975,5772,49830
"77",48,22450,2935,20205
"379",48,27691,319,19061
"2032",48,33164,1064,44445
"2212",48,48500,1714,46034
"3287",48,21158,3419,4258
"3432",48,49125,218,55085
"3506",48,38389,8764,30935
"3987",48,47789,0966,78948
"4143",48,32530,6542,2636
"4375",48,36178,0262,91979
"4726",48,23725,4922,54225
"5026",48,26830,7056,60295
"5418",48,29220,1488,39307
"6078",48,14873,0596,32816
"6199",48,20027,5884,54687
"7451",48,21996,6032,45670
"7701",48,13332,9672,3528
"8141",48,38520,2736,83049
"8396",48,15459,913,59653
"8665",48,6994,8758,96011
"8868",48,31105,3342,43942
"8979",48,44687,0345,58238
"2019",51,14777,2788,62187
"2437",51,25157,4765,24557
"3219",51,21815,2343,9521
"3276",51,21638,1649,81372
"3658",51,47740,9127,76298
"5901",51,20764,6284,17974
"7074",51,35103,845,70083
"7782",51,11574,7336,48509
"8722",51,47321,693,76302
"1029",65,39842,4725,96924
"1443",65,27736,7448,21642
"1676",65,45626,2366,79614
"3632",65,40249,4615,51781
"3856",65,14470,8112,28945
"4712",65,28448,9657,39123
"5919",65,11450,6343,36336
"7698",65,18509,252,15102
"8077",65,49559,0471,61989
"8131",65,40918,7111,5783
"9676",65,7924,253,1803
"898",89,47921,1207,28859
"1804",89,26565,4563,44655
"2122",89,19291,5956,72975
"2356",89,8062,7979,85293
"4067",89,10563,4954,65732
"4776",89,8826,4299,45899
"5617",89,37776,1543,93992
"5735",89,39863,5032,24282
"5744",89,49229,809,50287
"6564",89,21723,4352,10266
"8181",89,38648,2837,9103
"8201",89,13317,5144,1145
"8866",89,30580,4257,90536
"26",93,20572,9168,68674
"174",93,27748,8696,24925
"706",93,35092,7081,35700
"816",93,33827,1112,53636
"895",93,15062,4958,7313
"1729",93,26327,391,72425
"2406",93,23983,036,5706
"2870",93,32813,8173,25449
"5720",93,26010,5896,37755
"5850",93,45964,5931,93779
"6553",93,5791,7284,79264
"6857",93,25674,6762,71562
"7955",93,42667,6594,90880
"8637",93,28312,4918,49683
"8809",93,31199,6597,23970
"9166",93,19884,5919,26315
"9650",93,5116,0128,59871
"8977",61,19071,6993,32340
"9035",61,13062,5422,16125
"765",76,13460,1211,16819
"1661",76,8499,6839,95321
"2879",76,27223,9915,82948
"2954",76,16054,3072,72301
"3269",76,21651,8857,44324
"4782",76,45185,9489,56931
"6782",76,39537,4507,43964
"6908",76,12129,1394,59439
"8019",76,20119,2003,85956
"9656",76,14397,4124,35924
"673",79,25877,8374,68363
"1235",79,29099,027,51784
"2361",79,44217,8706,55761
"2926",79,7560,6552,66486
"7810",79,26068,5176,27887
"9749",79,37578,3171,97922
"737",40,10504,4868,14224
"2896",40,11356,6122,45061
"3093",40,33089,0496,56756
"3571",40,18483,8667,9038
"3836",40,49211,9214,22666
"6115",40,16396,979,99265
"6543",40,49289,9252,91124
"6847",40,46599,0977,22839
"9046",40,46927,4361,50589
"2107",61,23300,8519,17124
"2667",61,34909,5595,6942
"2744",61,7309,1002,3346
"3296",61,16680,9416,71456
"4283",61,15716,143,83477
"4689",61,43243,22,54662
"5483",61,9005,8087,84220
"6342",61,21734,4923,34056
"6929",61,24329,128,35568
"7",61,42994,1011,23362
"415",76,29056,6219,61481
"2306",76,38211,2991,69665
"2814",76,20272,8467,90793
"3743",76,40048,1226,26744
"4605",76,49608,6916,84420
"5698",76,6567,3621,63493
"7316",76,42556,3785,91648
"9318",76,24395,7844,88054
"1036",79,11379,2508,25297
"1230",79,43375,7734,19033
"1657",79,21980,9409,94294
"1793",79,25045,4378,78244
"2118",79,16888,3458,10678
"2336",79,26931,721,9300
"4638",79,5105,1849,74922
"4916",79,29515,2647,9957
"5247",79,5435,21,66978
"5563",79,9242,8798,65788
"6154",79,23831,3601,51595
"9707",79,28489,7938,71614
"538",13,31229,2414,96634
"3619",13,19492,0188,88379
"4295",13,14709,4616,11732
"4451",13,48602,9049,81331
"6074",13,16544,7931,9411
"7091",13,23913,9289,18845
"7280",13,6802,9774,9625
"7400",13,40853,1588,90363
"7418",13,25986,6026,50695
"8551",13,15115,831,64858
"9057",13,14042,9149,50048
"9381",13,25446,9082,80046
"185",27,32196,2394,92649
"217",27,49376,9176,49331
"3427",27,15780,2681,89631
"3823",27,43589,3176,26545
"4142",27,13274,7779,25012
"6130",27,9633,444,36781
"6520",27,42613,6134,82591
"7580",27,21945,7241,71597
"7740",27,9691,995,88054
"7816",27,34546,6285,16321
"8597",27,41582,7211,44016
"9926",27,5087,8057,65781
"269",50,48696,3165,75707
"896",50,20165,69,25176
"1950",50,22432,2861,13656
"1971",50,36602,0185,35777
"3561",50,46821,7239,14725
"4696",50,34946,6283,64945
"5512",50,17174,2358,87602
"6064",50,28192,3708,96141
"6364",50,43809,852,13715
"8935",50,48504,8763,83955
"60",53,30586,338,34152
"1147",53,6995,0187,26198
"2050",53,24737,4413,34389
"2934",53,15716,0228,35423
"3240",53,47380,1706,21816
"3256",53,44811,3959,65755
"4364",53,25938,9607,36527
"4859",53,33398,3951,16436
"7923",53,15178,3126,88021
"8114",53,29402,9053,2571
"8258",53,38211,3821,22180
"8494",53,46598,539,8235
"9010",53,49667,1985,57068
"813",80,47820,9493,97041
"1535",80,34446,2606,17311
"2124",80,15928,2377,80699
"2125",80,25925,7105,53397
"2629",80,21788,7946,87159
"3051",80,45841,1943,73022
"3773",80,14888,3836,78980
"4083",80,13937,2587,79886
"4709",80,16089,6944,75738
"5580",80,31906,6392,50441
"6720",80,12195,7032,80001
"7779",80,38036,479,3733
"7860",80,45876,2565,48535
"9520",80,35673,5482,29357
"212",13,26148,7948,52075
"450",13,22469,5412,34163
"665",13,24367,799,79841
"1168",13,36325,5094,6564
"1257",13,32141,6029,40890
"2211",13,37829,0874,45032
"3008",13,8977,7839,76345
"4243",13,25012,556,29562
"5589",13,25441,2841,42738
"5779",13,6416,6165,43937
"5860",13,14723,6051,78637
"6993",13,12302,6543,59527
"7586",13,33986,6587,37448
"8461",13,8313,4652,26382
"9343",13,7445,7729,46010
"23",13,5919,6088,39912
"2017",27,22146,7671,34176
"2939",27,33952,545,98982
"5365",27,31760,9561,65406
"6730",27,43129,7331,89741
"6943",27,24909,2536,88683
"7068",27,12181,0347,49435
"7404",27,7082,3267,70798
"8721",27,31592,6544,66431
"9110",27,32807,6982,41393
"1678",50,17023,2711,70989
"1805",50,33489,5302,11960
"1961",50,18166,818,72762
"2069",50,21477,4494,44571
"2074",50,5216,878,29493
"2181",50,35613,3571,10343
"2860",50,20935,6623,48068
"3253",50,22682,0733,93639
"4250",50,42736,4242,70498
"5899",50,15439,8975,8186
"6733",50,26569,31,17690
"6828",50,24698,9222,20242
"6934",50,21275,3643,49646
"7731",50,7821,7794,48248
"358",53,39092,5957,76907
"579",53,44355,1658,50710
"668",53,41285,939,10457
"1433",53,48870,9498,29459
"1796",53,41880,4851,5202
"3918",53,37433,7592,63397
"4063",53,27238,431,10331
"5207",53,15359,9672,83141
"5390",53,37189,1745,66698
"5697",53,11705,0514,93922
"6377",53,33020,7458,73096
"6695",53,39996,2666,30716
"6977",53,46318,9974,1139
"7042",53,33649,3036,74983
"7959",53,8277,7905,28934
"8833",53,6722,9927,2479
"9543",53,24712,8234,81454
"155",80,41034,1247,88127
"825",80,45826,2807,53629
"4800",80,45653,5729,17059
"5450",80,29889,6583,71089
"5839",80,36765,1917,11731
"6360",80,30507,1637,63942
"6515",80,33420,9366,79443
"6740",80,27306,5283,84927
"6830",80,19299,3824,38053
"7258",80,33280,219,86924
"7519",80,22409,4305,54537
"8117",80,7936,9629,92099
"8309",80,13944,3409,82929
"9372",80,28165,3387,65163
"642",13,20970,9686,63196
"2342",13,27583,6001,65681
"3569",13,41055,909,68352
"3852",13,38855,4547,11412
"4059",13,43222,4749,62170
"4669",13,9383,1743,17391
"5071",13,30193,8626,83981
"6401",13,10856,6639,52090
"6483",13,12635,72,2060
"7138",13,21319,3279,29467
"7482",13,20321,9872,98793
"7597",13,29726,0801,97746
"7971",13,41953,3494,12739
"8091",13,32033,3574,21230
"8347",13,9085,5103,7941
"9178",13,12003,2765,8007
"228",27,49680,3796,82874
"495",27,25376,1337,3307
"6113",27,47146,2154,91055
"6506",27,41378,0091,2979
"6516",27,26174,9793,10271
"7011",27,27652,0069,82736
"9713",27,44266,5781,71311
"9794",27,44676,8508,32661
"585",50,19327,4104,85752
"671",50,20431,2897,33146
"1056",50,7059,225,90619
"1248",50,14912,3574,39406
"1315",50,24292,5183,37495
"2972",50,14302,1072,74598
"3108",50,38280,9415,68137
"3952",50,12310,4749,75665
"5658",50,20614,0392,91560
"7040",50,30532,7287,53765
"7554",50,31664,6508,14406
"172",53,29745,0321,50950
"677",53,27197,0383,52892
"4256",53,18524,8864,66855
"4769",53,18107,1346,45588
"7455",53,26102,7795,26487
"8784",53,30038,0433,16597
"394",80,37029,8694,33660
"855",80,44967,5348,93108
"1064",80,41132,6602,17123
"1826",80,6734,011,25050
"3243",80,39118,2642,31298
"3605",80,45626,7602,82475
"8143",80,27342,5595,73364
"8447",80,21075,6169,18705
"8806",80,13170,4952,16731
"8843",80,17543,0212,35298
"8898",80,31109,5996,83689
"9013",80,27436,6617,27132
"549",13,6697,7998,86029
"1203",13,13686,0588,48989
"1478",13,11980,3486,6985
"2976",13,37979,3143,23534
"3244",13,6586,2766,47733
"6013",13,6727,1429,6335
"6539",13,22893,1922,89312
"7257",13,17108,1158,28241
"8626",13,18590,9581,92405
"8677",13,11850,4144,98306
"9571",13,6203,7831,64081
"109",27,20612,9456,25894
"3404",27,19402,4315,5975
"6466",27,48327,4993,28628
"6639",27,8715,4913,81165
"7890",27,5979,3684,27055
"586",50,46547,3066,24369
"605",50,9101,3795,11076
"1082",50,18877,0384,96365
"1095",50,24338,9853,20741
"1450",50,22374,6109,41964
"3294",50,24084,871,41541
"3316",50,24864,6684,91444
"3323",50,35277,9597,85508
"3598",50,7088,703,77795
"3661",50,33337,0385,84125
"3812",50,5024,0273,4827
"4351",50,20516,6927,9915
"4488",50,32864,794,56327
"5259",50,23086,7246,84354
"6387",50,48311,225,66527
"6624",50,24269,6296,16497
"6964",50,42014,0607,82689
"7874",50,28114,2713,43066
"136",53,25224,9804,28017
"1363",53,21470,1825,35290
"1575",53,19260,8968,40367
"2669",53,13136,655,79623
"2697",53,20278,2244,84434
"2749",53,36745,7705,21629
"6972",53,20193,2122,61044
"7601",53,13494,1124,8113
"8374",53,25478,8504,30066
"8383",53,7992,0501,56329
"9674",53,44539,3475,19817
"9777",53,39982,877,83180
"9805",53,10362,6817,17111
"1197",80,35701,7417,39009
"1965",80,31733,3667,23333
"2162",80,12382,1032,18951
"2919",80,33845,2034,49572
"2975",80,25318,8004,92090
"4157",80,18630,0411,68674
"4317",80,15007,3817,44511
"5290",80,8764,8981,69223
"6209",80,23852,3433,23090
"6312",80,24315,9939,43958
"6991",80,23959,5515,66975
"7066",80,33784,9704,44306
"7801",80,41106,6156,81994
"8393",80,42281,0196,16197
"370",13,43033,5122,99595
"505",13,11741,2445,97494
"1876",13,27753,9587,74298
"2275",13,5361,9007,98027
"2903",13,19800,7347,80287
"4155",13,24733,4902,43780
"4236",13,49696,2119,10219
"6088",13,17737,6535,73088
"6936",13,27618,5045,20115
"7069",13,5978,7237,5011
"8381",13,16750,3714,34881
"9262",13,39481,8658,33685
"9349",13,17899,6574,14995
"9425",13,5800,9798,86265
"21",13,28681,2928,29480
"86",27,49993,4784,14643
"204",27,19104,2419,67527
"430",27,39054,0425,5728
"858",27,46643,3817,86886
"5889",27,31888,4681,61890
"6385",27,43568,9115,13463
"6587",27,7484,3627,93721
"7865",27,15551,3444,35393
"7994",27,38287,1786,24592
"8655",27,15420,2392,33111
"8984",27,18355,9643,55824
"9578",27,46422,9756,2990
"1098",50,20035,2026,70303
"1156",50,49572,4007,7461
"3463",50,29620,6205,78462
"3546",50,28307,293,60270
"3985",50,23237,0618,99538
"4491",50,37307,5563,24678
"5031",50,35163,0547,48832
"5412",50,42816,7503,15235
"5906",50,46639,2684,87242
"7630",50,49791,3229,90804
"7667",50,36902,725,10997
"8681",50,19895,9146,8235
"8744",50,24128,6064,3810
"9226",50,30852,8119,45975
"3499",53,6322,0246,46561
"4887",53,16907,967,83161
"4931",53,9294,2282,78000
"5064",53,39724,7459,62826
"6910",53,16074,7754,77499
"8553",53,30074,7636,59216
"8810",53,14925,9979,38835
"186",80,26165,6278,71049
"1070",80,39586,3617,61804
"1635",80,8411,1357,52396
"1732",80,26742,4371,74487
"2103",80,28642,3334,7913
"2277",80,31750,6324,36668
"2464",80,12833,1311,99032
"2980",80,27308,7041,7683
"3255",80,29055,0296,4275
"3308",80,14161,8637,15346
"4717",80,38446,7028,82903
"4810",80,25063,4446,3063
"4864",80,47000,4915,20303
"5010",80,18833,0479,98771
"5709",80,17445,4327,37039
"5731",80,14324,7703,54067
"6646",80,35115,2593,23204
"8095",80,12465,3555,72214
"9037",80,19435,0837,98945
"9054",80,42264,6812,99283
"9500",80,17938,1043,3582
"854",13,12475,5824,3535
"3715",13,9862,8923,1320
"4058",13,20471,4985,31428
"4322",13,5947,2274,90747
"5455",13,42610,6052,61546
"7309",13,14526,4902,85839
"7622",13,32533,2325,87612
"7655",13,13431,8475,45588
"9772",13,31860,3257,18665
"161",27,31517,6235,4603
"974",27,42771,3576,54696
"1044",27,30236,5093,27222
"1066",27,39145,142,91004
"2178",27,16961,9677,91445
"2214",27,23316,7752,57819
"2355",27,12635,7603,84055
"4526",27,33253,9099,66417
"4715",27,6396,2105,9438
"5666",27,19281,0728,40188
"5675",27,18569,1407,49700
"7020",27,9859,3429,85355
"7048",27,37508,0073,71890
"8458",27,32574,3553,54229
"8760",27,37334,9328,70103
"9747",27,42597,1889,36216
"9895",27,5713,3365,56322
"1249",50,42217,5837,53877
"1778",50,5089,7969,69298
"2258",50,30892,4927,16553
"2314",50,16245,9635,87803
"3752",50,35532,6496,54722
"3765",50,41147,3946,45569
"4002",50,33174,2952,25028
"4656",50,25439,2889,62222
"5961",50,46043,7294,89230
"6388",50,10103,7546,82107
"6931",50,10708,5673,86863
"7030",50,49594,2709,78224
"9470",50,10489,9938,45961
"687",53,24055,5255,45119
"3229",53,20141,5729,77092
"3366",53,7188,3358,89468
"3419",53,16215,3768,58432
"4349",53,38184,0073,26452
"5035",53,7411,498,67870
"6861",53,27262,0982,56437
"7326",53,5942,1557,2052
"7340",53,6170,6856,64764
"7909",53,9218,6151,24578
"8498",53,34939,8216,72151
"9951",53,36677,7408,27469
"726",80,49621,0681,33936
"1284",80,33347,1403,88401
"2173",80,36386,2265,29197
"2912",80,19669,2378,20026
"3711",80,48988,5282,44377
"3714",80,47793,7429,88586
"3777",80,22353,8231,72386
"3981",80,28833,3456,20945
"5249",80,39149,3094,53580
"5337",80,30801,3243,97191
"5363",80,11227,7836,23234
"5382",80,39023,8843,88791
"5611",80,48956,3279,54393
"6129",80,46537,1218,70020
"8538",80,11265,0144,85842
"8648",80,49710,8513,16164
"9032",80,47985,5527,67796
"54",13,28997,0204,89320
"558",13,40369,0365,63531
"1145",13,34071,8123,1800
"1188",13,42800,272,11393
"1193",13,28965,9021,87084
"1613",13,29084,6754,78698
"2289",13,25973,5051,56078
"2859",13,37862,8208,7869
"4718",13,30326,8055,7784
"6075",13,9475,0867,99866
"6692",13,11950,8541,68571
"7206",13,12658,0795,32859
"8035",13,11792,778,69588
"8457",13,35231,1584,97049
"8645",13,43687,6966,20575
"9816",13,47717,8685,91487
"210",27,32146,3224,82169
"922",27,5836,3097,78397
"1584",27,42134,12,35709
"1798",27,29615,9796,86295
"2138",27,32350,1726,60009
"3049",27,10494,0086,66716
"3291",27,15625,2863,5607
"3299",27,33558,2678,58221
"3380",27,16398,9424,73274
"5597",27,48671,1895,20887
"6077",27,17668,9034,37748
"6096",27,18406,3213,94249
"6659",27,38565,7114,2331
"7651",27,5502,9177,71343
"9067",27,36124,8169,57104
"619",50,13623,5354,57419
"1990",50,28492,6837,75231
"2290",50,21044,9382,21544
"2412",50,43281,1566,28755
"3653",50,16265,3234,91699
"4291",50,16458,961,34973
"4675",50,26769,3198,31199
"4822",50,41719,2074,22205
"5020",50,42835,1517,53750
"5756",50,19829,0495,43917
"6832",50,13986,8142,67404
"7116",50,44792,8636,65528
"7430",50,41753,8466,33554
"7475",50,30597,4843,97979
"7572",50,26378,92,53997
"7690",50,15632,0908,79368
"8092",50,13732,8838,23037
"8873",50,39859,5548,17646
"9965",50,20736,1612,44221
"273",53,43330,5369,2282
"923",53,37901,6615,36077
"1148",53,43633,0026,79480
"3750",53,37415,1981,67247
"5808",53,40276,2513,32882
"6424",53,42023,8382,98990
"6454",53,30737,7658,5466
"8359",53,17074,7963,60634
"8664",53,18686,9606,62485
"8735",53,45754,5689,91765
"9137",53,22072,4471,24560
"9191",53,40780,3861,57572
"9714",53,45719,41,78985
"9837",53,25268,7558,2502
"1374",80,24950,6176,24800
"3958",80,34855,4891,22819
"5225",80,33234,1318,42320
"5550",80,7359,1803,10048
"7301",80,12402,1874,50202
"8812",80,26603,5657,24992
"9255",80,25860,5971,77444
"748",13,39810,2119,3899
"1720",13,23954,4296,59995
"2447",13,25120,695,69895
"2897",13,36839,6814,16627
"3222",13,13155,2605,67371
"3343",13,14556,5918,3426
"8634",13,20498,7454,37485
"9198",13,8902,2463,5708
"9316",13,44507,6761,31874
"9629",13,9043,8435,82171
"1087",27,30585,8244,67083
"1184",27,39195,788,23899
"3325",27,11868,4369,47795
"3657",27,41348,7001,50202
"4471",27,39393,4091,24489
"5370",27,6789,2305,1007
"6244",27,32548,6154,55858
"7463",27,9150,7418,61542
"7793",27,29527,155,70689
"8733",27,20963,8914,75640
"9113",27,24266,3816,47851
"32",50,18939,0506,6257
"296",50,32401,732,78682
"5263",50,26501,7002,96551
"6058",50,41035,0621,37798
"8830",50,21382,7068,24267
"9144",50,40020,9788,40315
"406",53,43771,8217,50171
"457",53,44466,8556,16300
"637",53,29708,6923,99494
"1520",53,11657,0362,83317
"2510",53,6113,7153,27675
"2839",53,12666,6101,55519
"7088",53,26171,524,57541
"8310",53,34576,1856,34602
"187",80,5166,2023,25685
"983",80,44604,24,41448
"1429",80,20351,7426,33870
"1728",80,5676,102,31162
"7898",80,23962,8006,68428
"7970",80,27701,3737,2000
"8915",80,6282,3099,43341
"9001",80,40779,4279,64329
"9194",80,9848,266,59010
"349",4,19890,4155,96096
"1552",4,44231,5814,67078
"2374",4,46528,9505,88903
"3832",4,39125,6911,58550
"4008",4,11819,1064,61577
"4344",4,44777,6917,60348
"4795",4,24858,2501,99916
"6221",4,7207,9333,11014
"6485",4,48489,3379,78905
"7901",4,6306,1774,38264
"8260",4,37378,529,87025
"8799",4,32638,1303,63263
"9575",4,12364,7134,89087
"224",35,29168,3917,48694
"1025",35,22317,0788,52862
"1945",35,13547,9114,13384
"3924",35,24735,6113,64298
"8333",35,5169,4483,11390
"9087",35,35254,5261,73578
"9442",35,15295,4644,95018
